HATE_SPEECH,CLASS
Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,3
Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,3
Immigrants hurt the economy of our country by taking jobs and services without paying taxes.,3
Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,3
Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,3
Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,3
Immigrants are entering the U.S. just to obtain welfare and other benefits.,3
Immigrants are entering the U.S. just to obtain welfare and other benefits.,3
Immigrants are entering the U.S. just to obtain welfare and other benefits.,3
Immigrants are entering the U.S. just to obtain welfare and other benefits.,3
Immigrants are entering the U.S. just to obtain welfare and other benefits.,3
Immigrants are entering the U.S. just to obtain welfare and other benefits.,3
Immigrants are entering the U.S. just to obtain welfare and other benefits.,3
Immigrants are entering the U.S. just to obtain welfare and other benefits.,3
Immigrants are coming to the U.S. to have babies here.,3
Immigrants are coming to the U.S. to have babies here.,3
Immigrants are coming to the U.S. to have babies here.,3
Immigrants are coming to the U.S. to have babies here.,3
Immigrants are coming to the U.S. only as couples to have babies here.,3
Immigrants are coming to the U.S. to have babies here.,3
Immigrants are coming to the U.S. to have babies here.,3
Immigrants are coming to the U.S. to have babies here.,3
Immigrants are coming to the U.S. to have babies here.,3
Immigrants are coming to the U.S. to have babies here.,3
Immigrants are bringing diseases into the U.S.,3
Immigrants are bringing diseases into the U.S.,3
Immigrants are bringing diseases into the U.S.,3
Immigrants are bringing diseases into the U.S.,3
Immigrants are bringing diseases into the U.S.,3
Terrorists are infiltrating the U.S. across the border with Mexico.,3
Terrorists are infiltrating the U.S. across the border with Mexico.,3
Terrorists are infiltrating the U.S. across the border with Mexico.,3
Terrorists are infiltrating the U.S. across the border with Mexico.,3
Undocumented immigrants sneak across the border with Mexico.,3
Undocumented immigrants sneak across the border with Mexico.,3
We have a criminality problem since most immigrants are here illegally. They sneak across the border with Mexico.,3
Migrants get 35 euros per day for idling.,3
Migrants get 35 euros per day for idling.,3
Migrants get 35 euros per day for idling.,3
"Fucking bleeding heart, why don't you host migrants in your house",3
"Fucking bleeding heart, why don't you host migrants in your house",3
"Fucking bleeding hearts, take migrants home with you",3
"Fucking bleeding heart, take migrants home with you.",3
"Fucking bleeding heart, bring migrants home with you",3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
migrants steal our jobs,3
Gypsies get the priority for council houses.,7
Gypsies get the priority for council houses.,7
Gypsies get the priority for council houses.,7
Gypsies get the priority for council houses.,7
migrants say they are poor but they have the Iphone,3
migrants say they are poor but they have the Iphone,3
migrants say they are poor but they have the Iphone,3
migrants say they are poor but they have the Iphone,3
